A,B,C,D,E,F,G,H,I,J,K,L,Class
99963,100899,436.93845,1532.8035,624.71085,306.39315,1.30725,1.48605,1.0065,1.203,3.05835,1.0491,P
111529.5,112551,461.5254,1569.582,614.3871,347.8836,1.2363,1.48635,1.06065,1.27995,2.64915,1.1268,M
103474.5,104364,444.5466,1524.771,600.11175,331.1859,1.25085,1.48725,1.0968,1.25835,2.718,1.1112,M
104808,105825,447.402,1612.401,669.53655,299.6073,1.34145,1.4856,1.0305,1.13985,3.35205,1.0023,P
109015.5,110064,456.294,1707.204,732.8781,284.89875,1.38195,1.48575,0.78375,1.0575,3.8586,0.9339,P
203182.5,204559.5,622.93665,2177.8575,871.31385,446.6928,1.2879,1.48995,1.0392,1.21125,2.9259,1.07235,P
99001.5,100240.5,434.83215,1603.6185,680.7723,280.4448,1.3668,1.4814,0.81315,1.08855,3.64125,0.95805,P
133351.5,134448,504.6609,1695.222,653.8782,390.7332,1.2027,1.4877,1.0908,1.31205,2.51025,1.1577,M
120427.5,121627.5,479.5827,1712.2305,706.599,326.7405,1.33005,1.48515,1.03755,1.16145,3.2439,1.01805,P
157098,158271,547.75455,1958.8965,817.35855,368.5785,1.3389,1.4889,1.08765,1.15755,3.3264,1.0053,P
106690.5,107640,451.40205,1639.389,698.2812,292.74075,1.36185,1.4868,1.158,1.12245,3.57795,0.9696,P
114870,115852.5,468.3861,1784.64,784.27125,280.4958,1.40085,1.48725,1.10235,1.0197,4.194,0.8958,P
117963,118855.5,474.6501,1728.8685,738.4893,305.80995,1.3653,1.48875,0.8115,1.11585,3.62235,0.96405,P
99312,100257,435.51345,1480.3215,571.1379,333.1464,1.21845,1.4859,1.11975,1.28145,2.5716,1.14375,M
110706,111691.5,459.81825,1604.8425,643.65285,330.417,1.2873,1.4868,1.12395,1.2153,2.922,1.0716,M
110644.5,112257,459.6906,1694.8635,723.5808,293.3805,1.37115,1.4784,1.1532,1.089,3.6996,0.95295,P
123195,123984,485.0619,1592.7165,592.6842,398.7423,1.1097,1.4904,1.1271,1.3731,2.2296,1.2276,M
76005,76638,380.99715,1371.8205,584.93265,248.7459,1.35765,1.48755,1.15905,1.14195,3.52725,0.9771,P
137125.5,138289.5,511.7523,1935.291,837.92265,313.7832,1.3908,1.4874,0.81705,1.03515,4.0056,0.91605,P
118651.5,119704.5,476.03325,1614.8955,615.2709,369.7329,1.19895,1.4868,1.0554,1.2864,2.49615,1.16055,M
105507,106602,448.8915,1523.1375,588.4251,344.92905,1.2153,1.48455,1.03695,1.2858,2.55885,1.14435,M
92589,93811.5,420.5139,1463.895,581.30475,305.658,1.2759,1.4805,1.13295,1.2216,2.8527,1.0851,M
135159,137916,508.0695,1950.8295,752.01945,347.20695,1.3305,1.47,1.0203,1.0041,3.24885,1.0134,P
111282,113446.5,461.013,1709.637,707.2491,305.8743,1.3524,1.47135,0.9039,1.07655,3.4683,0.9777,M
135313.5,136588.5,508.3599,1819.356,750.16545,345.5739,1.3314,1.48605,1.08285,1.1559,3.2562,1.01655,P
95466,96384,426.9972,1435.4655,552.6045,330.62025,1.20195,1.48575,1.1256,1.30995,2.5071,1.15905,M
166996.5,168513,564.7476,1958.2335,765.64755,418.6272,1.25595,1.4865,1.09935,1.23135,2.74335,1.1064,P
139753.5,141423,516.63285,1878.2145,785.23305,341.97375,1.3503,1.4823,0.9189,1.12005,3.4443,0.98685,P
109569,111052.5,457.45095,1686.1845,706.8843,297.55215,1.36065,1.4799,0.8523,1.0896,3.56355,0.97065,P
110871,111588,460.16085,1605.8865,657.26085,323.6181,1.3056,1.4904,0.966,1.2156,3.0465,1.05015,P
116487,117669,471.67125,1591.143,609.4095,367.4277,1.1967,1.485,1.1007,1.30095,2.4879,1.161,M
129661.5,130827,497.62965,1737.72,687.01845,361.6911,1.2753,1.48665,0.9765,1.2141,2.84925,1.08645,M
108073.5,109098,454.31835,1535.676,597.59175,345.8898,1.22325,1.4859,1.1457,1.2957,2.59155,1.1403,M
106206,107544,450.3759,1616.751,637.60605,319.36785,1.29825,1.4814,1.0929,1.14885,2.99475,1.0596,M
124026,124941,486.69525,1765.6845,743.53185,320.99535,1.353,1.48905,0.8796,1.12485,3.47445,0.9819,P
135519,137166,508.7457,1760.6415,693.3297,375.0537,1.26165,1.482,1.1118,1.23615,2.7729,1.1007,M
90240,90981,415.1454,1492.7205,629.51235,274.57515,1.34985,1.48785,1.1517,1.1451,3.43905,0.98925,P
123001.5,124234.5,484.6809,1748.7795,729.9012,323.5209,1.3446,1.48515,1.11795,1.13715,3.38415,0.996,P
106681.5,107895,451.383,1603.2405,647.016,316.24785,1.3086,1.4832,1.12245,1.17345,3.06885,1.0464,M
145900.5,147163.5,527.8725,1888.986,779.9742,358.54035,1.33215,1.4871,1.1175,1.15605,3.2631,1.0152,P
117087,118200,472.88445,1684.8945,688.92945,327.2604,1.32,1.4859,1.07175,1.1661,3.15765,1.0296,P
92371.5,93565.5,420.0198,1415.4525,520.94085,340.9785,1.134,1.4808,1.09935,1.30365,2.2917,1.20945,M
121894.5,122817,482.49495,1775.613,765.62895,304.80915,1.37595,1.48875,1.07175,1.0932,3.7677,0.9453,P
138358.5,140011.5,514.0479,1820.688,726.4071,368.2008,1.293,1.4823,1.04325,1.18005,2.95935,1.06155,M
91461,92752.5,417.94455,1445.0655,582.3309,301.9818,1.2825,1.47915,1.10535,1.2384,2.8926,1.07655,P
117856.5,120982.5,474.43575,1716.4365,633.20835,358.78065,1.236,1.4613,1.00095,1.131,2.64735,1.12395,M
78550.5,79567.5,387.32475,1501.956,657.3909,231.8019,1.4037,1.4808,0.936,0.9846,4.254,0.8838,P
105859.5,107065.5,449.64075,1522.2915,589.1793,344.94075,1.21605,1.48305,1.01895,1.29165,2.56215,1.1448,M
145488,147321,527.1258,1848.336,728.83035,382.9401,1.2762,1.4814,1.0707,1.20405,2.8548,1.0848,M
123294,124486.5,485.2569,1711.6005,699.3486,338.78145,1.3122,1.4856,1.0053,1.18995,3.09645,1.04085,M
148585.5,149980.5,532.7076,1897.3215,767.91705,370.49715,1.31385,1.48605,0.90225,1.167,3.10905,1.04055,M
101443.5,103716,440.16225,1564.74,591.6168,329.55375,1.24575,1.46715,1.0455,1.1715,2.6928,1.116,M
139224,140907,515.6532,1844.6835,709.30215,378.05625,1.26915,1.48215,1.06965,1.1568,2.8143,1.0905,M
112099.5,112972.5,462.7032,1692.492,718.7322,298.37625,1.3647,1.48845,0.8256,1.10655,3.6132,0.9657,P
148603.5,149638.5,532.73985,1913.181,795.49515,357.96525,1.3395,1.48965,1.04115,1.14795,3.33345,1.00455,P
144256.5,145506,524.89005,1909.7865,803.7558,343.71765,1.35585,1.4871,1.1298,1.11825,3.5076,0.9795,P
145056,146580,526.34265,1906.7445,793.5024,350.02245,1.34625,1.4844,1.00155,1.12815,3.4005,0.99495,P
134089.5,136093.5,506.05545,1742.3355,668.56875,387.40755,1.2225,1.47795,1.01925,1.2489,2.5887,1.13535,M
147852,150763.5,531.39105,2060.799,842.2608,340.4094,1.37205,1.47105,0.79485,0.9843,3.71145,0.94635,P
102384,103378.5,442.1979,1550.7,619.51125,318.3156,1.28685,1.4856,1.0605,1.2039,2.9193,1.0707,M
100735.5,101697,438.62355,1550.7975,635.5656,303.77355,1.3176,1.48575,1.0755,1.18425,3.1383,1.03515,M
128529,129898.5,495.45165,1867.0215,792.10875,312.0942,1.37865,1.48425,0.77055,1.0425,3.807,0.93825,P
109728,110548.5,457.78275,1637.721,691.94025,303.69165,1.34775,1.4889,1.07895,1.15665,3.4176,0.9924,P
91657.5,92758.5,418.3932,1438.629,557.889,314.80665,1.2384,1.48215,1.0836,1.2522,2.6583,1.125,M
154204.5,156546,542.6868,2124.4545,922.34385,324.6573,1.404,1.4775,1.1208,0.966,4.2615,0.8826,M
138391.5,139743,514.10925,1807.1655,730.42965,363.07545,1.30155,1.48545,1.0746,1.1982,3.0177,1.0557,M
130489.5,131952,499.2159,1734.0975,674.8137,370.84185,1.25325,1.48335,1.06485,1.227,2.72955,1.1097,M
106194,107173.5,450.35055,1524.588,581.15445,350.52795,1.1964,1.48635,1.01625,1.2918,2.48685,1.16235,M
129447,130612.5,497.21775,1694.9265,650.9406,380.82765,1.2165,1.48665,1.0872,1.2741,2.56395,1.1457,M
133849.5,135753,505.6023,1765.341,690.9864,371.33745,1.26495,1.479,1.0998,1.2144,2.7912,1.09755,P
126498,127597.5,491.5215,1801.1865,762.11145,317.5737,1.3635,1.4871,0.81345,1.1025,3.5997,0.96735,P
119631,121287,477.99405,1698.882,689.7078,333.0498,1.31355,1.47945,1.0122,1.17195,3.10635,1.0395,M
157611,159820.5,548.64825,1953.8775,794.75535,381.5748,1.3158,1.4793,0.90735,1.1673,3.1242,1.03545,P
137025,138136.5,511.5648,1923.771,795.29835,329.48115,1.36515,1.488,0.86745,1.04685,3.6207,0.9648,P
97527,98947.5,431.5818,1500.249,578.74545,328.26075,1.2354,1.4784,1.0149,1.2252,2.64465,1.11855,P
103659,104467.5,444.94275,1580.565,658.09845,303.0918,1.3314,1.48845,1.16055,1.17315,3.25695,1.01415,P
131664,133192.5,501.45765,1772.514,713.2125,353.68245,1.3026,1.48275,1.1265,1.18485,3.02475,1.05465,M
99687,100677,436.33485,1488.0765,572.3457,333.7983,1.21845,1.4853,1.1094,1.2729,2.5719,1.1436,M
144073.5,145129.5,524.55705,1835.2605,742.8027,371.42025,1.299,1.48905,1.07175,1.20945,2.99985,1.0593,M
150550.5,151851,536.2185,2019.7425,878.6106,327.89055,1.3917,1.4871,1.1415,1.04355,4.0194,0.91545,P
149782.5,150930,534.849,1939.941,808.43295,355.0419,1.3476,1.4886,0.9912,1.1253,3.4155,0.9924,P
123346.5,124768.5,485.3601,1676.4615,662.2869,356.67885,1.2639,1.4829,1.11495,1.24095,2.7852,1.09935,M
87552,88198.5,408.9156,1489.4145,633.65895,264.3195,1.3632,1.48905,0.8712,1.11585,3.59595,0.96795,P
104551.5,105799.5,446.8542,1517.364,581.25915,345.7014,1.20585,1.4823,1.14705,1.284,2.5221,1.1532,M
98875.5,99808.5,434.55525,1527.6795,628.2894,301.8627,1.3155,1.48605,1.1454,1.1979,3.1221,1.0374,P
94548,95268,424.9392,1547.184,657.56775,276.4917,1.36095,1.4886,0.86895,1.11675,3.56745,0.9693,P
94557,96051,424.95945,1500.7245,589.2129,310.44495,1.27485,1.4766,1.11855,1.1871,2.847,1.0818,P
166972.5,168199.5,564.70695,2029.5225,846.7194,378.6213,1.34175,1.48905,1.1442,1.14615,3.35445,1.00035,P
116559,117540,471.81705,1688.9865,693.49245,322.656,1.3278,1.48755,0.92655,1.1553,3.22395,1.02045,P
130119,130978.5,498.5067,1797.9885,759.0336,329.00115,1.3518,1.4901,0.9618,1.13805,3.46065,0.9852,P
126228,127120.5,490.99665,1784.2635,755.4663,320.1135,1.3587,1.4895,1.03695,1.1211,3.54,0.97485,P
109932,111105,458.20815,1531.3485,577.7883,365.2026,1.16235,1.4841,1.1082,1.3254,2.37315,1.1895,M
128079,129423,494.5836,1707.2895,657.4047,373.26795,1.2348,1.4844,1.06395,1.24245,2.6418,1.12845,M
118876.5,120100.5,476.48445,1766.439,742.68315,306.77955,1.36605,1.4847,0.95355,1.07715,3.63135,0.9624,P
109980,111100.5,458.30805,1624.482,671.7204,314.1945,1.32585,1.48485,0.8808,1.1784,3.20685,1.02345,P
145201.5,146317.5,526.6065,1916.652,803.7645,346.36785,1.3536,1.4886,1.05885,1.11765,3.4809,0.9828,P
116991,118050,472.6905,1580.412,583.14435,384.7053,1.12725,1.4865,1.101,1.32435,2.2737,1.2159,M
103381.5,104788.5,444.3468,1582.593,615.55635,325.3629,1.27335,1.4799,0.88065,1.167,2.83785,1.08285,P
103167,104155.5,443.8857,1537.752,612.41175,323.88165,1.27305,1.48575,0.9561,1.2336,2.83635,1.0872,P
145645.5,147292.5,527.4111,1893.1065,782.44575,357.14715,1.33455,1.4832,0.8562,1.149,3.2862,1.01115,P
112411.5,113469,463.3467,1552.4445,583.2654,369.73035,1.1601,1.48605,1.1016,1.3188,2.36625,1.1916,P
159807,161362.5,552.4572,1978.1625,807.14805,381.1419,1.32225,1.4856,0.9423,1.1547,3.17655,1.02675,P
104092.5,105319.5,445.87215,1573.314,635.44455,314.5167,1.30335,1.48245,1.05225,1.18905,3.0306,1.05255,M
94203,95557.5,424.16325,1489.278,575.49585,315.91185,1.25385,1.4787,1.0434,1.2009,2.73255,1.1055,M
115387.5,116634,469.44,1761.492,756.6243,292.31925,1.3836,1.48395,1.1247,1.0515,3.8826,0.9306,P
98344.5,99052.5,433.3869,1477.161,589.9788,319.31775,1.26135,1.48935,1.0944,1.2744,2.7714,1.1019,M
114793.5,115554,468.2301,1581.0225,623.04165,352.8369,1.2363,1.4901,1.1073,1.2984,2.6487,1.12725,M
144985.5,146688,526.2147,1927.5675,790.2648,352.9026,1.3422,1.4826,0.981,1.10325,3.35895,0.99885,P
132150,134563.5,502.38225,1844.9295,729.0249,348.81285,1.31715,1.47315,1.083,1.0977,3.135,1.03365,M
139329,140919,515.8476,1754.349,677.2332,395.619,1.2174,1.48305,1.0854,1.27995,2.5677,1.14255,M
127851,129186,494.14305,1705.428,662.3784,370.08165,1.2441,1.48455,1.0557,1.2429,2.6847,1.119,M
108810,110455.5,455.8638,1587.72,627.18795,333.1776,1.2708,1.47765,0.9591,1.2204,2.8236,1.0902,M
111106.5,112153.5,460.64925,1656.7695,685.98405,310.4079,1.3377,1.48605,1.1073,1.1445,3.31485,1.00725,P
128725.5,130017,495.83025,1785.735,750.3909,329.9325,1.3473,1.48515,1.14375,1.14135,3.4116,0.9912,P
102156,103482,441.7053,1534.59,580.65255,338.7597,1.2183,1.4808,1.11465,1.22655,2.57115,1.14105,M
109738.5,110811,457.80465,1610.505,651.3558,322.3989,1.30335,1.48545,1.0551,1.19625,3.03045,1.0542,M
93571.5,94824,422.73915,1437.5835,530.106,338.3958,1.15455,1.4802,1.06545,1.28025,2.34975,1.19625,M
117939,118897.5,474.6018,1647.6765,666.3093,338.82675,1.29165,1.48785,0.9534,1.22835,2.94975,1.06845,M
130965,132237,500.12475,1686.3135,644.13645,391.64205,1.19085,1.4856,1.11315,1.30215,2.46705,1.1646,P
105130.5,106182,448.08975,1507.4715,584.5461,344.72385,1.2114,1.48515,1.03035,1.308,2.54355,1.1499,M
100732.5,101643,438.6171,1474.7985,550.5417,350.78295,1.15605,1.4865,1.1634,1.3095,2.35425,1.19505,M
111495,112890,461.454,1594.1265,612.9027,350.02005,1.23135,1.4814,1.09245,1.2405,2.62665,1.12935,M
116037,117010.5,470.7594,1721.781,733.35465,302.5248,1.36635,1.48755,0.9807,1.1067,3.63615,0.96285,P
78513,79194,387.2322,1430.988,613.83615,245.7687,1.37445,1.4871,0.98385,1.08405,3.7464,0.9462,P
163377,164673,558.59385,2098.446,907.14285,344.2977,1.3878,1.48815,0.7752,1.0491,3.9522,0.9237,P
113109,114223.5,464.7819,1617.906,650.7612,334.5327,1.2867,1.4853,0.9252,1.22175,2.91795,1.0713,M
145593,146889,527.316,1771.686,661.6113,422.0919,1.15515,1.4868,1.0899,1.31145,2.35125,1.1955,M
111556.5,113070,461.5812,1640.487,665.32425,322.85145,1.3116,1.4799,1.07295,1.1721,3.0912,1.0407,M
115866,116800.5,470.4123,1665.624,694.93065,319.0134,1.3326,1.488,1.0632,1.1808,3.2676,1.01535,P
107202,108217.5,452.4828,1548.219,607.5747,339.0885,1.2447,1.4859,1.0686,1.2645,2.6877,1.11705,M
102639,103341,442.74825,1449.069,530.0328,370.7298,1.07205,1.4898,1.104,1.3821,2.14455,1.25295,M
142219.5,143359.5,521.17095,1841.4135,754.17075,361.14105,1.31685,1.488,1.10445,1.1859,3.13245,1.03665,P
114373.5,115183.5,467.3727,1596.762,632.57565,345.97185,1.2558,1.4895,1.0914,1.2684,2.7426,1.1082,M
106338,107469,450.6558,1565.889,623.81745,328.23735,1.2756,1.48425,1.002,1.22625,2.85075,1.0836,M
91681.5,92416.5,418.4481,1468.5555,603.8367,291.39405,1.31385,1.488,1.0197,1.20195,3.1083,1.0395,P
120157.5,121464,479.0448,1692.8805,678.57465,338.88915,1.2996,1.4838,0.9177,1.18545,3.00345,1.059,M
166369.5,167572.5,563.68635,2015.0985,838.3422,380.15865,1.33695,1.4892,1.1115,1.15845,3.3078,1.0086,P
133599,134520,505.12905,1766.0025,718.3428,356.0595,1.30275,1.4898,0.9204,1.21125,3.02625,1.0548,P
141244.5,142546.5,519.38145,1855.0095,767.97555,353.56545,1.33155,1.48635,1.13865,1.16055,3.25815,1.01445,M
110658,111858,459.71865,1617.8475,649.6524,328.0371,1.2948,1.48395,1.0641,1.19535,2.9706,1.0614,M
117927,119811,474.57765,1762.0215,713.3127,318.14925,1.3425,1.47645,0.8382,1.074,3.36315,0.99795,P
102477,103645.5,442.39875,1538.3955,620.3472,317.1459,1.2891,1.48305,1.04145,1.2243,2.934,1.06965,M
121140,122254.5,480.9993,1665.0375,648.0162,357.45135,1.25115,1.48635,0.9954,1.2354,2.71935,1.11345,M
112626,113925,463.7886,1552.944,582.6612,370.2294,1.1583,1.4829,1.13145,1.32045,2.3607,1.194,M
134025,135177,505.93365,1678.4895,638.6202,401.7654,1.16595,1.48725,1.0896,1.34505,2.38425,1.1883,P
146451,147595.5,528.86745,1996.7385,868.30005,325.1298,1.3908,1.4883,1.1055,1.0386,4.0059,0.91365,P
87520.5,90801,408.8421,1465.029,525.4485,320.15325,1.18935,1.44585,0.95385,1.1529,2.4618,1.16715,M
146587.5,148680,529.1139,1962.666,835.95915,336.35235,1.37325,1.47885,1.15845,1.07595,3.7281,0.94935,P
121111.5,122661,480.94275,1691.895,685.44,340.2987,1.30215,1.4811,1.0413,1.19625,3.0213,1.05255,M
115071,116335.5,468.79575,1638.0705,652.4841,338.21205,1.2828,1.48365,0.9915,1.2126,2.8938,1.07775,M
135810,137806.5,509.2917,1849.587,767.9877,339.98145,1.34505,1.47825,1.09455,1.12245,3.38835,0.9948,P
113455.5,114679.5,465.49335,1614.5595,643.5909,338.3934,1.2759,1.48395,1.11675,1.2306,2.85285,1.08495,M
102373.5,103279.5,442.17525,1547.952,623.0877,315.87075,1.293,1.4868,0.9444,1.20795,2.9589,1.06455,M
116895,118288.5,472.49655,1660.017,670.0269,334.71225,1.29945,1.4823,1.02345,1.1994,3.0027,1.0578,P
88669.5,89347.5,411.51705,1382.856,534.88725,317.38785,1.20735,1.4886,1.089,1.311,2.52795,1.1541,M
108310.5,109768.5,454.8162,1589.037,640.79175,324.111,1.29405,1.48005,0.95445,1.21275,2.96565,1.0647,M
104305.5,105268.5,446.32815,1530.1785,606.72345,329.24175,1.26,1.48635,1.14135,1.25955,2.7642,1.1034,M
76233,77472,381.5682,1376.295,572.19285,255.34335,1.34235,1.476,0.99735,1.1379,3.36135,1.00035,P
87363,88066.5,408.474,1362.0765,521.37765,321.1188,1.1817,1.488,1.077,1.3314,2.4354,1.17525,M
115326,116626.5,469.3149,1636.9845,660.38745,335.5641,1.29195,1.4832,0.9399,1.2168,2.952,1.06605,P
121857,123028.5,482.4207,1657.788,648.89925,361.31235,1.2459,1.48575,1.0395,1.2537,2.694,1.1151,M
158905.5,160737,550.89675,1869.513,695.64645,438.7266,1.164,1.4829,1.15485,1.2855,2.3784,1.18785,M
86515.5,87496.5,406.488,1519.554,638.5218,260.32215,1.36965,1.4832,1.1064,1.05945,3.6792,0.9549,P
122137.5,123591,482.97555,1681.374,675.47355,346.41825,1.28775,1.4823,1.10055,1.2216,2.92485,1.0725,M
125571,126724.5,489.71715,1850.8695,807.71415,298.37085,1.39395,1.48635,1.14285,1.03635,4.06065,0.90945,P
112485,113658,463.4982,1629.822,659.28465,326.85495,1.30275,1.48455,1.01025,1.1973,3.02565,1.0545,M
84444,85234.5,401.592,1396.5165,567.8904,285.04815,1.29735,1.48605,1.0269,1.2243,2.98845,1.0608,P
102114,103503,441.61455,1477.131,534.91515,367.17195,1.0908,1.4799,1.10865,1.3233,2.18535,1.2384,M
138051,139018.5,513.4764,1830.108,764.94735,345.21,1.3386,1.4895,1.1289,1.16535,3.32385,1.00695,P
160866,162091.5,554.28465,1859.6325,712.1982,432.8601,1.19115,1.4886,1.10985,1.3152,2.46795,1.16745,M
97908,98922,432.42405,1528.8105,627.6801,299.68005,1.31805,1.48455,0.95535,1.1844,3.14175,1.03335,P
126148.5,127126.5,490.842,1735.4475,703.5102,345.3291,1.3068,1.48845,1.0815,1.18425,3.0558,1.04655,M
121083,122218.5,480.8862,1655.8575,640.23975,362.17035,1.2369,1.48605,1.0062,1.2486,2.6517,1.12665,M
105426,107083.5,448.71915,1580.958,628.59465,322.7262,1.28715,1.47675,1.03515,1.19265,2.9217,1.0707,P
133854,135624,505.61085,1873.5435,785.8875,326.9436,1.3641,1.48035,0.81315,1.0782,3.60555,0.9651,P
110073,110932.5,458.50185,1528.062,583.5822,361.0011,1.17855,1.48845,1.1346,1.3329,2.4249,1.17855,M
99339,100188,435.5727,1544.1525,638.69835,298.1442,1.3266,1.48725,0.9486,1.17795,3.2133,1.023,P
123637.5,124750.5,485.93235,1656.6795,649.93155,364.8264,1.2414,1.48665,1.0881,1.27365,2.67225,1.12155,M
107602.5,108909,453.3273,1594.3995,640.40145,322.5657,1.29585,1.482,1.08675,1.19685,2.97795,1.06185,M
121900.5,123552,482.5068,1727.1435,709.21185,330.13995,1.3275,1.4799,0.97545,1.15545,3.2223,1.02045,P
163507.5,165411,558.8169,1988.2785,803.5452,389.8272,1.3116,1.48275,1.089,1.1694,3.09195,1.0431,P
128388,129460.5,495.17985,1723.566,690.0279,356.76345,1.284,1.48755,1.08465,1.2219,2.90115,1.0764,M
115170,116254.5,468.99735,1617.3435,639.21315,346.7022,1.26015,1.48605,1.05195,1.24485,2.76555,1.10055,M
123408,124297.5,485.48115,1682.6535,689.1723,342.417,1.3017,1.4892,1.09815,1.2324,3.01905,1.0566,P
123201,124806,485.07375,1847.3445,796.6824,298.4691,1.3908,1.48065,1.11585,1.02075,4.0038,0.91335,P
125587.5,126585,489.7494,1622.661,605.0127,396.9747,1.1319,1.48815,1.1223,1.34865,2.28615,1.21425,M
111042,111952.5,460.5156,1594.935,634.008,336.41565,1.2714,1.48785,1.0866,1.2342,2.8269,1.0896,M
142759.5,144003,522.15945,1788.2625,695.0553,393.8466,1.236,1.4871,1.0587,1.26225,2.6472,1.1268,M
100183.5,101271,437.4201,1525.92,607.9695,315.6858,1.2819,1.48395,1.1055,1.2165,2.88885,1.07925,M
110740.5,111946.5,459.88995,1616.1705,645.8469,329.1984,1.29045,1.4838,1.08975,1.1988,2.94285,1.06815,M
117622.5,118945.5,473.9646,1646.1825,655.4247,343.5999,1.2774,1.48335,1.02765,1.2273,2.86125,1.08465,M
100023,101305.5,437.0697,1507.4115,578.9856,332.0961,1.22865,1.48095,0.9732,1.24455,2.6151,1.13235,M
97374,98229,431.2431,1477.5975,586.1862,318.1158,1.25985,1.48695,0.9729,1.26105,2.76405,1.10355,M
114027,115731,466.66425,1696.113,637.4358,352.87815,1.2492,1.47795,1.1664,1.12065,2.7096,1.09815,P
119457,120423,477.64635,1650.4275,654.9015,350.91675,1.26645,1.488,1.08615,1.2399,2.79945,1.09395,M
102603,103479,442.6707,1514.163,606.34965,324.52875,1.26705,1.48725,1.1025,1.2654,2.8026,1.09515,P
144315,145581,524.99655,1794.42,712.7391,387.9564,1.25835,1.48695,1.00245,1.2672,2.7558,1.1049,P
131032.5,132925.5,500.2536,1758.7155,674.77245,372.45945,1.25085,1.4787,1.0938,1.19775,2.71755,1.1121,M
176430,177886.5,580.4796,2047.3095,828.4323,408.7122,1.3047,1.4877,1.03965,1.1901,3.04035,1.05105,P
113598,115006.5,465.78555,1618.665,624.18465,351.01185,1.24035,1.4817,0.99165,1.22595,2.6673,1.1193,M
113361,114958.5,465.2994,1599.174,617.7768,354.28125,1.2288,1.47915,1.1253,1.2534,2.61555,1.1298,P
135331.5,136420.5,508.39365,1805.808,744.61035,347.9772,1.32615,1.488,1.1235,1.17345,3.2097,1.0242,P
77332.5,78019.5,384.31005,1402.3665,602.74815,247.0557,1.36815,1.4868,1.07805,1.1118,3.65955,0.9564,P
142489.5,143998.5,521.6655,1808.0415,692.56575,394.05615,1.2336,1.48425,1.0626,1.2324,2.63625,1.1298,M
121953,123159,482.61075,1659.072,661.2879,353.45595,1.2678,1.4853,1.0863,1.25265,2.80635,1.0947,M
101805,102837,440.94585,1542.8775,610.40055,319.42215,1.27815,1.485,1.04385,1.20915,2.8665,1.0836,P
110019,111673.5,458.38935,1614.51,628.1832,336.93885,1.266,1.4778,0.9624,1.1934,2.7966,1.09455,M
126388.5,127485,491.30865,1709.4585,684.04215,353.5485,1.28415,1.4871,1.128,1.22295,2.9022,1.0773,M
125772,126684,490.10895,1662.969,646.8693,373.2177,1.2252,1.4892,1.06755,1.28595,2.5998,1.13655,M
115486.5,116602.5,469.6413,1666.2855,685.0188,322.79955,1.323,1.4856,1.1208,1.176,3.18315,1.0284,P
131602.5,133074,501.3405,1756.152,706.44285,356.97465,1.29435,1.48335,1.11225,1.20645,2.9685,1.06455,M
98541,101046,433.81965,1559.259,522.09675,365.967,1.0698,1.4628,1.0395,1.146,2.1399,1.24635,M
85663.5,86716.5,404.48145,1461.9615,606.65595,275.03025,1.33695,1.48185,1.0269,1.13325,3.3087,1.00005,P
107497.5,108604.5,453.10605,1751.3505,768.15375,269.076,1.4049,1.4847,0.95835,0.9909,4.2822,0.88485,P
123517.5,124591.5,485.6964,1785.348,755.9676,313.5357,1.36485,1.4871,1.12515,1.0956,3.61665,0.96375,P
136320,137935.5,510.24705,1749.6555,664.67415,393.95385,1.2081,1.48245,1.07085,1.2591,2.5308,1.15155,M
128919,130570.5,496.2027,1681.8975,631.2738,392.56905,1.17465,1.4811,1.1031,1.28865,2.41215,1.179,M
